production_id,machine_id,production_date,shift,anomaly,anomaly_score
40,4,2025-08-26,Morning,0,0.0596549646118687
41,4,2025-08-26,Afternoon,0,0.05935506760331766
42,4,2025-08-26,Night,0,0.06783608441798233
43,5,2025-08-26,Morning,0,0.1080971189790591
44,5,2025-08-26,Afternoon,0,0.09226309135344474
45,5,2025-08-26,Night,0,0.11369375549513117
46,1,2025-08-27,Morning,0,0.048461934241617044
47,1,2025-08-27,Afternoon,0,0.07824929554955679
48,1,2025-08-27,Night,0,0.08334253413163889
49,2,2025-08-27,Morning,0,0.0816824261528507
50,2,2025-08-27,Afternoon,0,0.08767901060762512
51,2,2025-08-27,Night,0,0.07710258382282925
52,3,2025-08-27,Morning,0,0.05152854496562442
53,3,2025-08-27,Afternoon,0,0.03995736353257118
54,3,2025-08-27,Night,0,0.04351791159382645
55,4,2025-08-27,Morning,0,0.07153961793836694
56,4,2025-08-27,Afternoon,0,0.03146728263292775
57,4,2025-08-27,Night,0,0.042355443936456516
58,5,2025-08-27,Morning,0,0.1053517804362652
59,5,2025-08-27,Afternoon,0,0.08238681336103149
60,5,2025-08-27,Night,0,0.08036525393741845
61,1,2025-08-28,Morning,0,0.08601731682033242
62,1,2025-08-28,Afternoon,0,0.06419767720976438
63,1,2025-08-28,Night,0,0.08676206319166291
64,2,2025-08-28,Morning,0,0.0824563379059099
65,2,2025-08-28,Afternoon,0,0.07422720524147158
66,2,2025-08-28,Night,0,0.039628182239694554
67,3,2025-08-28,Morning,0,0.03506821007223215
68,3,2025-08-28,Afternoon,1,-0.015086221452768722
69,3,2025-08-28,Night,1,-0.013773152738627559
70,4,2025-08-28,Morning,0,0.04280282925577683
71,4,2025-08-28,Afternoon,0,0.004647097536885192
72,4,2025-08-28,Night,0,0.05806297221776474
73,5,2025-08-28,Morning,0,0.10215982108475874
74,5,2025-08-28,Afternoon,0,0.07336268839729271
75,5,2025-08-28,Night,0,0.08707914261979888
76,1,2025-08-29,Morning,0,0.08565821478479468
77,1,2025-08-29,Afternoon,0,0.06938458293963057
78,1,2025-08-29,Night,0,0.0547550758984342
79,2,2025-08-29,Morning,0,0.06197884396836956
80,2,2025-08-29,Afternoon,0,0.06013129752824997
81,2,2025-08-29,Night,0,0.08216794724041582
82,3,2025-08-29,Morning,1,-0.04901387311632577
83,3,2025-08-29,Afternoon,1,-0.02864569874968237
84,3,2025-08-29,Night,1,-0.0031776552886816356
85,4,2025-08-29,Morning,0,0.03808681614136822
86,4,2025-08-29,Afternoon,0,0.0671908331304572
87,4,2025-08-29,Night,0,0.04931555909788965
88,5,2025-08-29,Morning,0,0.07549199923489924
89,5,2025-08-29,Afternoon,0,0.07733213153578461
90,5,2025-08-29,Night,0,0.09714062436646703
91,1,2025-08-30,Morning,0,0.0738517310825752
92,1,2025-08-30,Afternoon,0,0.09110404582394471
93,1,2025-08-30,Night,0,0.07591715692469081
94,2,2025-08-30,Morning,0,0.06763397533282611
95,2,2025-08-30,Afternoon,0,0.06258292559306139
96,2,2025-08-30,Night,0,0.07575858924452988
97,3,2025-08-30,Morning,1,-0.006553443127653491
98,3,2025-08-30,Afternoon,0,0.009876681154136313
99,3,2025-08-30,Night,0,0.019673979012269527
100,4,2025-08-30,Morning,0,0.029763932476503885
101,4,2025-08-30,Afternoon,0,0.07140254905057203
102,4,2025-08-30,Night,0,0.07879270019805878
103,5,2025-08-30,Morning,0,0.11313457248864106
104,5,2025-08-30,Afternoon,0,0.08276567194278528
105,5,2025-08-30,Night,0,0.05847362511411819
106,1,2025-08-31,Morning,0,0.09675917876738604
107,1,2025-08-31,Afternoon,0,0.101252163926639
108,1,2025-08-31,Night,0,0.06699004774698786
109,2,2025-08-31,Morning,0,0.09898638722845549
110,2,2025-08-31,Afternoon,0,0.03540142487617848
111,2,2025-08-31,Night,0,0.024426583368935884
112,3,2025-08-31,Morning,0,0.02643836093937524
113,3,2025-08-31,Afternoon,0,0.03906046468024893
114,3,2025-08-31,Night,1,-0.01110022048231607
115,4,2025-08-31,Morning,0,0.04634018804393958
116,4,2025-08-31,Afternoon,0,0.04449021861391744
117,4,2025-08-31,Night,0,0.050669327430156286
118,5,2025-08-31,Morning,0,0.08283854645136407
119,5,2025-08-31,Afternoon,0,0.0609232647292679
120,5,2025-08-31,Night,0,0.08282522169195217
121,1,2025-09-01,Morning,0,0.07981910111363599
122,1,2025-09-01,Afternoon,0,0.07321278699771128
123,1,2025-09-01,Night,0,0.07688483005526664
124,2,2025-09-01,Morning,0,0.070699938697033
125,2,2025-09-01,Afternoon,0,0.07647158552933514
126,2,2025-09-01,Night,0,0.08203101175921723
127,3,2025-09-01,Morning,0,0.02088311038688473
128,3,2025-09-01,Afternoon,1,-0.0050733383191547965
129,3,2025-09-01,Night,1,-0.018628033429320956
130,4,2025-09-01,Morning,0,0.0023124594195057524
131,4,2025-09-01,Afternoon,0,0.008158805249477985
132,4,2025-09-01,Night,0,0.030879033140089884
133,5,2025-09-01,Morning,0,0.08988229071444459
134,5,2025-09-01,Afternoon,0,0.067066946526747
135,5,2025-09-01,Night,0,0.07281960442922197
136,1,2025-09-02,Morning,0,0.04775041831789273
137,1,2025-09-02,Afternoon,0,0.05847267307765075
138,1,2025-09-02,Night,0,0.07247164709748599
139,2,2025-09-02,Morning,0,0.09798928250418187
140,2,2025-09-02,Afternoon,0,0.07147062518058994
141,2,2025-09-02,Night,0,0.08223744431802738
142,3,2025-09-02,Morning,1,-0.019795441368344324
143,3,2025-09-02,Afternoon,1,-0.006013550901584397
144,3,2025-09-02,Night,1,-0.01760367345836833
145,4,2025-09-02,Morning,0,0.005046143068759168
146,4,2025-09-02,Afternoon,0,0.011913618305186446
147,4,2025-09-02,Night,0,0.07469405808066959
148,5,2025-09-02,Morning,0,0.06638023287610656
149,5,2025-09-02,Afternoon,0,0.04540158084157919
150,5,2025-09-02,Night,0,0.07467885195965568
151,1,2025-09-03,Morning,0,0.0760424722823157
152,1,2025-09-03,Afternoon,0,0.06858689143240365
153,1,2025-09-03,Night,0,0.0616133095235783
154,2,2025-09-03,Morning,0,0.10938920801929186
155,2,2025-09-03,Afternoon,0,0.0670479156714171
156,2,2025-09-03,Night,0,0.0337037470115682
157,3,2025-09-03,Morning,0,0.03585650513850991
158,3,2025-09-03,Afternoon,0,0.041499356154069855
159,3,2025-09-03,Night,0,0.0020057710835367226
160,4,2025-09-03,Morning,0,0.06625341714976529
161,4,2025-09-03,Afternoon,0,0.07525366820402557
162,4,2025-09-03,Night,0,0.04197006335860132
163,5,2025-09-03,Morning,0,0.10436925066962477
164,5,2025-09-03,Afternoon,0,0.06872859122479513
165,5,2025-09-03,Night,0,0.07527949080116014
166,1,2025-09-04,Morning,0,0.06460100732650714
167,1,2025-09-04,Afternoon,0,0.06736443562889582
168,1,2025-09-04,Night,0,0.0780818104833847
169,2,2025-09-04,Morning,0,0.050223877075506795
170,2,2025-09-04,Afternoon,0,0.05351250274336872
171,2,2025-09-04,Night,0,0.07531116763362988
172,3,2025-09-04,Morning,1,-0.03288758839686423
173,3,2025-09-04,Afternoon,0,0.012613606901270003
174,3,2025-09-04,Night,0,0.039296179137857656
175,4,2025-09-04,Morning,0,0.023882025482968472
176,4,2025-09-04,Afternoon,0,0.056225176182021996
177,4,2025-09-04,Night,0,0.051729772868709056
178,5,2025-09-04,Morning,0,0.08211402682086927
179,5,2025-09-04,Afternoon,0,0.09851204960602378
180,5,2025-09-04,Night,0,0.0760908472489038
181,1,2025-09-05,Morning,0,0.07334977023463679
182,1,2025-09-05,Afternoon,0,0.09617472411806671
183,1,2025-09-05,Night,0,0.09378604118260414
184,2,2025-09-05,Morning,0,0.05313302401062048
185,2,2025-09-05,Afternoon,0,0.06677285926956833
186,2,2025-09-05,Night,0,0.07744288387612386
187,3,2025-09-05,Morning,0,0.03151563418651804
188,3,2025-09-05,Afternoon,1,-0.002930753817561693
189,3,2025-09-05,Night,0,0.022080768457006572
190,4,2025-09-05,Morning,0,0.0685986078533482
191,4,2025-09-05,Afternoon,0,0.0800379255193232
192,4,2025-09-05,Night,0,0.07291551650451228
193,5,2025-09-05,Morning,0,0.07826616120527952
194,5,2025-09-05,Afternoon,0,0.07863690351652974
195,5,2025-09-05,Night,0,0.07374663350505029
196,1,2025-09-06,Morning,0,0.061401372577367996
197,1,2025-09-06,Afternoon,0,0.08239431722615925
198,1,2025-09-06,Night,0,0.0783203587743011
199,2,2025-09-06,Morning,0,0.08817368290627303
200,2,2025-09-06,Afternoon,0,0.07803179877525046
201,2,2025-09-06,Night,0,0.07070582224250271
202,3,2025-09-06,Morning,0,0.03166988023959316
203,3,2025-09-06,Afternoon,1,-0.00041232154692594225
204,3,2025-09-06,Night,0,0.01485815311740546
205,4,2025-09-06,Morning,0,0.03158259583771805
206,4,2025-09-06,Afternoon,0,0.02661873694139505
207,4,2025-09-06,Night,0,0.05456135041293375
208,5,2025-09-06,Morning,0,0.07756147017301979
209,5,2025-09-06,Afternoon,0,0.09739708087686799
210,5,2025-09-06,Night,0,0.06738950686293221
211,1,2025-09-07,Morning,0,0.07806795267384137
212,1,2025-09-07,Afternoon,0,0.05758204296040775
213,1,2025-09-07,Night,0,0.045275709603372016
214,2,2025-09-07,Morning,0,0.08399220714751243
215,2,2025-09-07,Afternoon,0,0.08586430045473964
216,2,2025-09-07,Night,0,0.0881664786254992
217,3,2025-09-07,Morning,0,0.020043466229604956
218,3,2025-09-07,Afternoon,0,0.03393905758644
219,3,2025-09-07,Night,0,0.06653944083916624
220,4,2025-09-07,Morning,0,0.03578169793608643
221,4,2025-09-07,Afternoon,0,0.04939404534102698
222,4,2025-09-07,Night,0,0.05160045267656721
223,5,2025-09-07,Morning,0,0.0884485586955816
224,5,2025-09-07,Afternoon,0,0.043344837470734476
225,5,2025-09-07,Night,0,0.07937853325214284
226,1,2025-09-08,Morning,0,0.0726886613975708
227,1,2025-09-08,Afternoon,0,0.08837727729148315
228,1,2025-09-08,Night,0,0.06666377482333646
229,2,2025-09-08,Morning,0,0.08401333928630711
230,2,2025-09-08,Afternoon,0,0.07242386757236724
231,2,2025-09-08,Night,0,0.057352744008866086
232,3,2025-09-08,Morning,0,0.006429368667343671
233,3,2025-09-08,Afternoon,1,-0.027560418702726297
234,3,2025-09-08,Night,1,-0.04034344820789704
235,4,2025-09-08,Morning,0,0.0167568620925046
236,4,2025-09-08,Afternoon,0,0.012826272201637678
237,4,2025-09-08,Night,0,0.030679846401516442
238,5,2025-09-08,Morning,0,0.07134359925742106
239,5,2025-09-08,Afternoon,0,0.08771534811759507
240,5,2025-09-08,Night,0,0.0798592912529002
241,1,2025-09-09,Morning,0,0.06637157626685186
242,1,2025-09-09,Afternoon,0,0.09625024155755502
243,1,2025-09-09,Night,0,0.09699700405048023
244,2,2025-09-09,Morning,0,0.0518552288046189
245,2,2025-09-09,Afternoon,0,0.04595117002650728
246,2,2025-09-09,Night,0,0.06694272707945897
247,3,2025-09-09,Morning,0,0.023744315566187724
248,3,2025-09-09,Afternoon,0,0.03299649936207971
249,3,2025-09-09,Night,1,-0.009751836504754197
250,4,2025-09-09,Morning,0,0.06509457585372586
251,4,2025-09-09,Afternoon,0,0.0328011929211629
252,4,2025-09-09,Night,0,0.07113952897591119
253,5,2025-09-09,Morning,0,0.08163149824478338
254,5,2025-09-09,Afternoon,0,0.07751752252154165
255,5,2025-09-09,Night,0,0.07260464807120937
256,1,2025-09-10,Morning,0,0.09504342698454271
257,1,2025-09-10,Afternoon,0,0.06548374544694624
258,1,2025-09-10,Night,0,0.03672808957986984
259,2,2025-09-10,Morning,0,0.0818526374601003
260,2,2025-09-10,Afternoon,0,0.06165983289193133
261,2,2025-09-10,Night,0,0.05443953287757752
262,3,2025-09-10,Morning,1,-0.004939252777372283
263,3,2025-09-10,Afternoon,0,0.027355384526781767
264,3,2025-09-10,Night,0,0.043344640704649495
265,4,2025-09-10,Morning,0,0.04810066373678312
266,4,2025-09-10,Afternoon,0,0.07585046036697896
267,4,2025-09-10,Night,0,0.026529913718238207
268,5,2025-09-10,Morning,0,0.09869433216090884
269,5,2025-09-10,Afternoon,0,0.07472895654170703
270,5,2025-09-10,Night,0,0.0889014673045776
271,1,2025-09-11,Morning,0,0.01664076392838909
272,1,2025-09-11,Afternoon,0,0.06447511524088806
273,1,2025-09-11,Night,0,0.08186049406606893
274,2,2025-09-11,Morning,0,0.038117842182614936
275,2,2025-09-11,Afternoon,0,0.058264979989966936
276,2,2025-09-11,Night,0,0.06386580074326548
277,3,2025-09-11,Morning,0,0.02641939791625625
278,3,2025-09-11,Afternoon,0,0.05873861719592921
279,3,2025-09-11,Night,0,0.03307791355251766
280,4,2025-09-11,Morning,0,0.06272786128821262
281,4,2025-09-11,Afternoon,0,0.0699799481330336
282,4,2025-09-11,Night,0,0.08958384354606408
283,5,2025-09-11,Morning,0,0.08543793051668341
284,5,2025-09-11,Afternoon,0,0.09661723082576901
285,5,2025-09-11,Night,0,0.07682474772050613
286,1,2025-09-12,Morning,0,0.08352662130195576
287,1,2025-09-12,Afternoon,0,0.06807621339367259
288,1,2025-09-12,Night,0,0.07003833223218187
289,2,2025-09-12,Morning,0,0.05729692263339076
290,2,2025-09-12,Afternoon,0,0.06258548874702241
291,2,2025-09-12,Night,0,0.08584290543920997
292,3,2025-09-12,Morning,0,0.026253799007022516
293,3,2025-09-12,Afternoon,0,0.015490178658593035
294,3,2025-09-12,Night,0,0.028925205241266516
295,4,2025-09-12,Morning,0,0.0844867690139201
296,4,2025-09-12,Afternoon,0,0.03007610771949487
297,4,2025-09-12,Night,1,-0.0022515612199659474
298,5,2025-09-12,Morning,0,0.06882938547939244
299,5,2025-09-12,Afternoon,0,0.05863215739399574
300,5,2025-09-12,Night,0,0.06301042317434874
301,1,2025-09-13,Morning,0,0.06315157094578083
302,1,2025-09-13,Afternoon,0,0.08629260484356421
303,1,2025-09-13,Night,0,0.021030231345814943
304,2,2025-09-13,Morning,0,0.07780008131188038
305,2,2025-09-13,Afternoon,0,0.08298594789172115
306,2,2025-09-13,Night,0,0.08240095607753944
307,3,2025-09-13,Morning,0,0.0329865705011837
308,3,2025-09-13,Afternoon,0,0.04412339475927829
309,3,2025-09-13,Night,0,0.05687992964693428
310,4,2025-09-13,Morning,0,0.056252737836671896
311,4,2025-09-13,Afternoon,0,0.05776408614329004
312,4,2025-09-13,Night,0,0.043735801832897714
313,5,2025-09-13,Morning,0,0.07299707971960195
314,5,2025-09-13,Afternoon,0,0.07876520573731649
315,5,2025-09-13,Night,0,0.06832998664814333
316,1,2025-09-14,Morning,0,0.05714265305740962
317,1,2025-09-14,Afternoon,0,0.08065723345546283
318,1,2025-09-14,Night,0,0.09819748030094888
319,2,2025-09-14,Morning,0,0.110272071403969
320,2,2025-09-14,Afternoon,0,0.09878798088584412
321,2,2025-09-14,Night,0,0.0720286006885183
322,3,2025-09-14,Morning,0,0.01771883196046664
323,3,2025-09-14,Afternoon,0,0.009870380791399902
324,3,2025-09-14,Night,0,0.003594007618141437
325,4,2025-09-14,Morning,0,0.09269738116923842
326,4,2025-09-14,Afternoon,0,0.09310287619614449
327,4,2025-09-14,Night,0,0.06415459492762265
328,5,2025-09-14,Morning,0,0.08170457593745922
329,5,2025-09-14,Afternoon,0,0.0835521021796003
330,5,2025-09-14,Night,0,0.10483154644552645
331,1,2025-09-15,Morning,0,0.10026422968479576
332,1,2025-09-15,Afternoon,0,0.09688510295031694
333,1,2025-09-15,Night,0,0.045804587754806114
334,2,2025-09-15,Morning,0,0.06357496002379592
335,2,2025-09-15,Afternoon,0,0.08054093834991272
336,2,2025-09-15,Night,0,0.07459184635014549
337,3,2025-09-15,Morning,0,0.01650545697858663
338,3,2025-09-15,Afternoon,1,-0.019216921592581482
339,3,2025-09-15,Night,1,-0.009704676463704986
340,4,2025-09-15,Morning,0,0.06670540218227178
341,4,2025-09-15,Afternoon,0,0.05003724377496788
342,4,2025-09-15,Night,0,0.04416878329808627
343,5,2025-09-15,Morning,0,0.11217552482430937
344,5,2025-09-15,Afternoon,0,0.10400581839532419
345,5,2025-09-15,Night,0,0.09265978666372054
346,1,2025-09-16,Morning,0,0.08111077409474687
347,1,2025-09-16,Afternoon,0,0.051726356383805405
348,1,2025-09-16,Night,0,0.08022483396150348
349,2,2025-09-16,Morning,0,0.06784221819866398
350,2,2025-09-16,Afternoon,0,0.07736810983923781
351,2,2025-09-16,Night,0,0.09123495733150827
352,3,2025-09-16,Morning,1,-0.007875449218225472
353,3,2025-09-16,Afternoon,1,-0.0018427726034083713
354,3,2025-09-16,Night,0,0.022440516594347537
355,4,2025-09-16,Morning,0,0.010656586042200433
356,4,2025-09-16,Afternoon,0,0.026922380826575498
357,4,2025-09-16,Night,0,0.026203983977573952
358,5,2025-09-16,Morning,0,0.09811009777646712
359,5,2025-09-16,Afternoon,0,0.07971654162631003
360,5,2025-09-16,Night,0,0.07310552087540068
361,1,2025-09-17,Morning,0,0.08783315402765118
362,1,2025-09-17,Afternoon,0,0.10095730353174387
363,1,2025-09-17,Night,0,0.05764583647493765
364,2,2025-09-17,Morning,0,0.08486021275803346
365,2,2025-09-17,Afternoon,0,0.0670933690332064
366,2,2025-09-17,Night,0,0.05813348720246336
367,3,2025-09-17,Morning,0,0.05237361421353459
368,3,2025-09-17,Afternoon,0,0.023393792164179694
369,3,2025-09-17,Night,0,0.019224708952405023
370,4,2025-09-17,Morning,0,0.03870530231136027
371,4,2025-09-17,Afternoon,0,0.05166574229425602
372,4,2025-09-17,Night,0,0.025400432069647372
373,5,2025-09-17,Morning,0,0.05998405520897643
374,5,2025-09-17,Afternoon,0,0.07485142058385019
375,5,2025-09-17,Night,0,0.07963827675347196
376,1,2025-09-18,Morning,0,0.04404994945709351
377,1,2025-09-18,Afternoon,0,0.0601299108900481
378,1,2025-09-18,Night,0,0.044764119792717216
379,2,2025-09-18,Morning,0,0.02086594010976861
380,2,2025-09-18,Afternoon,0,0.060291715724476336
381,2,2025-09-18,Night,0,0.07719974442712951
382,3,2025-09-18,Morning,0,0.01106808980286289
383,3,2025-09-18,Afternoon,1,-0.024918204709104552
384,3,2025-09-18,Night,0,0.019332710520119423
385,4,2025-09-18,Morning,0,0.047948207120145914
386,4,2025-09-18,Afternoon,0,0.024024819938546993
387,4,2025-09-18,Night,0,0.09189495664736141
388,5,2025-09-18,Morning,0,0.08015088258400244
389,5,2025-09-18,Afternoon,0,0.07226553932463636
390,5,2025-09-18,Night,0,0.06536391607735936
391,1,2025-09-19,Morning,0,0.04295191402123966
392,1,2025-09-19,Afternoon,0,0.04811755394834061
393,1,2025-09-19,Night,0,0.05362362842065094
394,2,2025-09-19,Morning,0,0.07308015961006775
395,2,2025-09-19,Afternoon,0,0.08105550971399794
396,2,2025-09-19,Night,0,0.04547297122804861
397,3,2025-09-19,Morning,0,0.04190270715892419
398,3,2025-09-19,Afternoon,1,-0.014678812427553312
399,3,2025-09-19,Night,0,0.029046076575091173
400,4,2025-09-19,Morning,0,0.043947970533790515
401,4,2025-09-19,Afternoon,0,0.07756632803199498
402,4,2025-09-19,Night,0,0.04773963932797343
403,5,2025-09-19,Morning,0,0.09842503400343888
404,5,2025-09-19,Afternoon,0,0.09794031394264047
405,5,2025-09-19,Night,0,0.052569842751668094
406,1,2025-09-20,Morning,0,0.05849280571306409
407,1,2025-09-20,Afternoon,0,0.06319473268678538
408,1,2025-09-20,Night,0,0.08429703455291881
409,2,2025-09-20,Morning,0,0.06892530367032212
410,2,2025-09-20,Afternoon,0,0.07565146294435005
411,2,2025-09-20,Night,0,0.05620255767497523
412,3,2025-09-20,Morning,0,0.04655793957661025
413,3,2025-09-20,Afternoon,0,0.032729207611441935
414,3,2025-09-20,Night,1,-0.02993592669621814
415,4,2025-09-20,Morning,0,0.07106296685142843
416,4,2025-09-20,Afternoon,0,0.05432832811892596
417,4,2025-09-20,Night,0,0.06703270736913086
418,5,2025-09-20,Morning,0,0.051253520271478226
419,5,2025-09-20,Afternoon,0,0.04913099465086623
420,5,2025-09-20,Night,0,0.027594672802390585
421,1,2025-09-21,Morning,0,0.054419469371956075
422,1,2025-09-21,Afternoon,0,0.06404864413630568
423,1,2025-09-21,Night,0,0.044880541564181975
424,2,2025-09-21,Morning,0,0.07022765790057217
425,2,2025-09-21,Afternoon,0,0.08864833384124071
426,2,2025-09-21,Night,0,0.09532329578309756
427,3,2025-09-21,Morning,0,0.01676771996479598
428,3,2025-09-21,Afternoon,0,0.02252151582541584
429,3,2025-09-21,Night,0,0.023194700837093407
430,4,2025-09-21,Morning,0,0.09672048454850762
431,4,2025-09-21,Afternoon,0,0.06941299866246375
432,4,2025-09-21,Night,0,0.04607579335661083
433,5,2025-09-21,Morning,0,0.06150790549439478
434,5,2025-09-21,Afternoon,0,0.084100592007462
435,5,2025-09-21,Night,0,0.07770334875127333
436,1,2025-09-22,Morning,0,0.07304278956135657
437,1,2025-09-22,Afternoon,0,0.04097990424317677
438,1,2025-09-22,Night,0,0.07429799428873579
439,2,2025-09-22,Morning,0,0.09818862620180935
440,2,2025-09-22,Afternoon,0,0.09694050279021021
441,2,2025-09-22,Night,0,0.08327036850689362
442,3,2025-09-22,Morning,0,0.01058479591438033
443,3,2025-09-22,Afternoon,0,0.016125656005713696
444,3,2025-09-22,Night,0,0.02176962712596575
445,4,2025-09-22,Morning,0,0.06828422485198044
446,4,2025-09-22,Afternoon,0,0.06276968107972719
447,4,2025-09-22,Night,0,0.05501970772386733
448,5,2025-09-22,Morning,0,0.082332422584877
449,5,2025-09-22,Afternoon,0,0.1047583936624002
450,5,2025-09-22,Night,0,0.09010853966829924
451,1,2025-09-23,Morning,0,0.08659517248200294
452,1,2025-09-23,Afternoon,0,0.09364426998191361
453,1,2025-09-23,Night,0,0.09857661355933106
454,2,2025-09-23,Morning,0,0.09365512816635535
455,2,2025-09-23,Afternoon,0,0.09679418643204923
456,2,2025-09-23,Night,0,0.1038624386378636
457,3,2025-09-23,Morning,0,0.011328284377669418
458,3,2025-09-23,Afternoon,0,0.023809677399449614
459,3,2025-09-23,Night,0,0.010898994146873009
460,4,2025-09-23,Morning,1,-0.0015938039740167609
461,4,2025-09-23,Afternoon,0,0.02398329972501545
462,4,2025-09-23,Night,0,0.04030636659634357
463,5,2025-09-23,Morning,0,0.06465647471699598
464,5,2025-09-23,Afternoon,0,0.0713696445649637
465,5,2025-09-23,Night,0,0.07108408825633333
466,1,2025-09-24,Morning,0,0.0688335561356585
467,1,2025-09-24,Afternoon,0,0.06729265851378086
468,1,2025-09-24,Night,0,0.07231639431186138
469,2,2025-09-24,Morning,0,0.08762666375926303
470,2,2025-09-24,Afternoon,0,0.08529529791710039
471,2,2025-09-24,Night,0,0.10093902118435144
472,3,2025-09-24,Morning,0,0.0054023497142624555
473,3,2025-09-24,Afternoon,0,0.023820665242553885
474,3,2025-09-24,Night,0,0.04010840299548579
475,4,2025-09-24,Morning,0,0.03625422584275484
476,4,2025-09-24,Afternoon,0,0.05731663153515493
477,4,2025-09-24,Night,0,0.05753079948638623
478,5,2025-09-24,Morning,0,0.08175229303440745
479,5,2025-09-24,Afternoon,0,0.09850741743891006
480,5,2025-09-24,Night,0,0.09378735052582043
481,1,2025-09-25,Morning,0,0.051494367403249974
482,1,2025-09-25,Afternoon,0,0.047269004080551014
483,1,2025-09-25,Night,0,0.028453905846709038
484,2,2025-09-25,Morning,0,0.09975120412196903
485,2,2025-09-25,Afternoon,0,0.08665444338287975
486,2,2025-09-25,Night,0,0.09332024479305201
487,3,2025-09-25,Morning,0,0.004106110786432748
488,3,2025-09-25,Afternoon,1,-0.023970117314863204
489,3,2025-09-25,Night,0,0.04442710800107552
490,4,2025-09-25,Morning,0,0.08654365386726337
491,4,2025-09-25,Afternoon,0,0.07017311872330034
492,4,2025-09-25,Night,0,0.07862829240514496
493,5,2025-09-25,Morning,0,0.10417733458272027
494,5,2025-09-25,Afternoon,0,0.05670078704385012
495,5,2025-09-25,Night,0,0.051649520900126755
496,1,2025-09-26,Morning,0,0.05255049985644389
497,1,2025-09-26,Afternoon,0,0.0684093045756175
498,1,2025-09-26,Night,0,0.05728472051433314
499,2,2025-09-26,Morning,0,0.07258637684562791
500,2,2025-09-26,Afternoon,0,0.03766656958546388
501,2,2025-09-26,Night,0,0.04687849236512631
502,3,2025-09-26,Morning,0,0.043869892147085476
503,3,2025-09-26,Afternoon,0,0.05297745717883506
504,3,2025-09-26,Night,0,0.02793691418334676
505,4,2025-09-26,Morning,0,0.06327811750864065
506,4,2025-09-26,Afternoon,0,0.04550506688676803
507,4,2025-09-26,Night,0,0.06077390126536758
508,5,2025-09-26,Morning,0,0.07880197871985972
509,5,2025-09-26,Afternoon,0,0.048561523304662124
510,5,2025-09-26,Night,0,0.06915733833596804
511,1,2025-09-27,Morning,0,0.04752146217114617
512,1,2025-09-27,Afternoon,0,0.049540451698928845
513,1,2025-09-27,Night,0,0.08277472745532144
514,2,2025-09-27,Morning,0,0.03936848830977224
515,2,2025-09-27,Afternoon,0,0.028038599770137784
516,2,2025-09-27,Night,0,0.027412391609832887
517,3,2025-09-27,Morning,0,0.04465136450121532
518,3,2025-09-27,Afternoon,0,0.05348719389214074
519,3,2025-09-27,Night,0,0.0256778263697246
520,4,2025-09-27,Morning,0,0.05157288624363221
521,4,2025-09-27,Afternoon,0,0.06304643544155719
522,4,2025-09-27,Night,0,0.07867572600949907
523,5,2025-09-27,Morning,0,0.11082975691047386
524,5,2025-09-27,Afternoon,0,0.09301733013519009
525,5,2025-09-27,Night,0,0.10329046014164611
526,1,2025-09-28,Morning,0,0.09216652287912264
527,1,2025-09-28,Afternoon,0,0.07434327957780773
528,1,2025-09-28,Night,0,0.05974530238630077
